"","long","lat","freq","hour"
"237",121.484548857,31.2067460357,21002,5
"238",121.495472286,31.2067460357,6104,5
"239",121.506395714,31.2067460357,6357,5
"240",121.517319143,31.2067460357,5780,5
"241",121.528242571,31.2067460357,4061,5
"242",121.539166,31.2067460357,4578,5
"243",121.550089429,31.2067460357,4165,5
"244",121.561012857,31.2067460357,1485,5
"245",121.571936286,31.2067460357,491,5
"246",121.582859714,31.2067460357,1195,5
"247",121.593783143,31.2067460357,1194,5
"248",121.604706571,31.2067460357,2565,5
"249",121.61563,31.2067460357,4385,5
"250",121.626553429,31.2067460357,3337,5
"251",121.637476857,31.2067460357,2021,5
"252",121.648400286,31.2067460357,1389,5
"253",121.353467714,31.2157423929,10348,5
"254",121.364391143,31.2157423929,16029,5
"255",121.375314571,31.2157423929,10785,5
"256",121.386238,31.2157423929,15015,5
"257",121.397161429,31.2157423929,17847,5
"258",121.408084857,31.2157423929,15166,5
"259",121.419008286,31.2157423929,17101,5
"260",121.429931714,31.2157423929,12043,5
"261",121.440855143,31.2157423929,10591,5
"262",121.451778571,31.2157423929,12422,5
"263",121.462702,31.2157423929,13448,5
"264",121.473625429,31.2157423929,21718,5
"265",121.484548857,31.2157423929,22787,5
"266",121.495472286,31.2157423929,14878,5
"267",121.506395714,31.2157423929,4348,5
"268",121.517319143,31.2157423929,7731,5
"269",121.528242571,31.2157423929,3598,5
"270",121.539166,31.2157423929,1665,5
"271",121.550089429,31.2157423929,1224,5
"272",121.561012857,31.2157423929,645,5
"273",121.571936286,31.2157423929,595,5
"274",121.582859714,31.2157423929,762,5
"275",121.593783143,31.2157423929,1291,5
"276",121.604706571,31.2157423929,1866,5
"277",121.61563,31.2157423929,2698,5
"278",121.626553429,31.2157423929,1273,5
"279",121.637476857,31.2157423929,1454,5
"280",121.648400286,31.2157423929,1048,5
"281",121.353467714,31.22473875,6486,5
"282",121.364391143,31.22473875,7855,5
"283",121.375314571,31.22473875,4897,5
"284",121.386238,31.22473875,3442,5
"285",121.397161429,31.22473875,5899,5
"286",121.408084857,31.22473875,10416,5
"287",121.419008286,31.22473875,16159,5
"288",121.429931714,31.22473875,15094,5
"289",121.440855143,31.22473875,12294,5
"290",121.451778571,31.22473875,14345,5
"291",121.462702,31.22473875,16276,5
"292",121.473625429,31.22473875,20789,5
"293",121.484548857,31.22473875,22324,5
"294",121.495472286,31.22473875,16459,5
"295",121.506395714,31.22473875,4081,5
"296",121.517319143,31.22473875,8967,5
"297",121.528242571,31.22473875,2467,5
"298",121.539166,31.22473875,1378,5
"299",121.550089429,31.22473875,2380,5
"300",121.561012857,31.22473875,2493,5
"301",121.571936286,31.22473875,726,5
"302",121.582859714,31.22473875,133,5
"303",121.593783143,31.22473875,224,5
"304",121.604706571,31.22473875,1545,5
"305",121.61563,31.22473875,1249,5
"306",121.626553429,31.22473875,789,5
"307",121.637476857,31.22473875,770,5
"308",121.648400286,31.22473875,635,5
"309",121.353467714,31.2337351071,5833,5
"310",121.364391143,31.2337351071,4697,5
"311",121.375314571,31.2337351071,10590,5
"312",121.386238,31.2337351071,12316,5
"313",121.397161429,31.2337351071,22667,5
"314",121.408084857,31.2337351071,14881,5
"315",121.419008286,31.2337351071,16291,5
"316",121.429931714,31.2337351071,17143,5
"317",121.440855143,31.2337351071,17816,5
"318",121.451778571,31.2337351071,19396,5
"319",121.462702,31.2337351071,22717,5
"320",121.473625429,31.2337351071,22086,5
"321",121.484548857,31.2337351071,19938,5
"322",121.495472286,31.2337351071,4505,5
"323",121.506395714,31.2337351071,4753,5
"324",121.517319143,31.2337351071,7765,5
"325",121.528242571,31.2337351071,4244,5
"326",121.539166,31.2337351071,4509,5
"327",121.550089429,31.2337351071,2737,5
"328",121.561012857,31.2337351071,3328,5
"329",121.571936286,31.2337351071,1200,5
"330",121.582859714,31.2337351071,808,5
"331",121.593783143,31.2337351071,1255,5
"332",121.604706571,31.2337351071,1574,5
"333",121.61563,31.2337351071,256,5
"334",121.626553429,31.2337351071,306,5
"335",121.637476857,31.2337351071,1043,5
"336",121.648400286,31.2337351071,736,5
"337",121.353467714,31.2427314643,11268,5
"338",121.364391143,31.2427314643,6826,5
"339",121.375314571,31.2427314643,5123,5
"340",121.386238,31.2427314643,10391,5
"341",121.397161429,31.2427314643,32067,5
"342",121.408084857,31.2427314643,24379,5
"343",121.419008286,31.2427314643,22608,5
"344",121.429931714,31.2427314643,18372,5
"345",121.440855143,31.2427314643,22585,5
"346",121.451778571,31.2427314643,19908,5
"347",121.462702,31.2427314643,27039,5
"348",121.473625429,31.2427314643,27632,5
"349",121.484548857,31.2427314643,11209,5
"350",121.495472286,31.2427314643,1136,5
"351",121.506395714,31.2427314643,2102,5
"352",121.517319143,31.2427314643,7174,5
"353",121.528242571,31.2427314643,2735,5
"354",121.539166,31.2427314643,5296,5
"355",121.550089429,31.2427314643,5017,5
"356",121.561012857,31.2427314643,4601,5
"357",121.571936286,31.2427314643,4378,5
"358",121.582859714,31.2427314643,2199,5
"359",121.593783143,31.2427314643,1583,5
"360",121.604706571,31.2427314643,574,5
"361",121.61563,31.2427314643,718,5
"362",121.626553429,31.2427314643,1159,5
"363",121.637476857,31.2427314643,1916,5
"364",121.648400286,31.2427314643,322,5
"365",121.353467714,31.2517278214,12160,5
"366",121.364391143,31.2517278214,11297,5
"367",121.375314571,31.2517278214,19621,5
"368",121.386238,31.2517278214,16699,5
"369",121.397161429,31.2517278214,26930,5
"370",121.408084857,31.2517278214,27099,5
"371",121.419008286,31.2517278214,16359,5
"372",121.429931714,31.2517278214,15673,5
"373",121.440855143,31.2517278214,18031,5
"374",121.451778571,31.2517278214,18550,5
"375",121.462702,31.2517278214,26628,5
"376",121.473625429,31.2517278214,30806,5
"377",121.484548857,31.2517278214,21677,5
"378",121.495472286,31.2517278214,13635,5
"379",121.506395714,31.2517278214,9117,5
"380",121.517319143,31.2517278214,6939,5
"381",121.528242571,31.2517278214,3698,5
"382",121.539166,31.2517278214,1763,5
"383",121.550089429,31.2517278214,5846,5
"384",121.561012857,31.2517278214,5419,5
"385",121.571936286,31.2517278214,5743,5
"386",121.582859714,31.2517278214,6512,5
"387",121.593783143,31.2517278214,1536,5
"388",121.604706571,31.2517278214,989,5
"389",121.61563,31.2517278214,375,5
"390",121.626553429,31.2517278214,244,5
"391",121.637476857,31.2517278214,383,5
"392",121.648400286,31.2517278214,696,5
"393",121.353467714,31.2607241786,5996,5
"394",121.364391143,31.2607241786,12440,5
"395",121.375314571,31.2607241786,19932,5
"396",121.386238,31.2607241786,18489,5
"397",121.397161429,31.2607241786,20031,5
"398",121.408084857,31.2607241786,14777,5
"399",121.419008286,31.2607241786,17806,5
"400",121.429931714,31.2607241786,18394,5
"401",121.440855143,31.2607241786,29508,5
"402",121.451778571,31.2607241786,24220,5
"403",121.462702,31.2607241786,33550,5
"404",121.473625429,31.2607241786,28380,5
"405",121.484548857,31.2607241786,25134,5
"406",121.495472286,31.2607241786,27605,5
"407",121.506395714,31.2607241786,21721,5
"408",121.517319143,31.2607241786,19847,5
"409",121.528242571,31.2607241786,16057,5
"410",121.539166,31.2607241786,5206,5
"411",121.550089429,31.2607241786,1333,5
"412",121.561012857,31.2607241786,4113,5
"413",121.571936286,31.2607241786,4240,5
"414",121.582859714,31.2607241786,5550,5
"415",121.593783143,31.2607241786,3989,5
"416",121.604706571,31.2607241786,2800,5
"417",121.61563,31.2607241786,1222,5
"418",121.626553429,31.2607241786,655,5
"419",121.637476857,31.2607241786,871,5
"420",121.648400286,31.2607241786,1173,5
"421",121.353467714,31.2697205357,2593,5
"422",121.364391143,31.2697205357,2618,5
"423",121.375314571,31.2697205357,3855,5
"424",121.386238,31.2697205357,17640,5
"425",121.397161429,31.2697205357,17630,5
"426",121.408084857,31.2697205357,19791,5
"427",121.419008286,31.2697205357,20224,5
"428",121.429931714,31.2697205357,21567,5
"429",121.440855143,31.2697205357,24350,5
"430",121.451778571,31.2697205357,22528,5
"431",121.462702,31.2697205357,24922,5
"432",121.473625429,31.2697205357,24557,5
"433",121.484548857,31.2697205357,27035,5
"434",121.495472286,31.2697205357,19696,5
"435",121.506395714,31.2697205357,26855,5
"436",121.517319143,31.2697205357,21895,5
"437",121.528242571,31.2697205357,14102,5
"438",121.539166,31.2697205357,16709,5
"439",121.550089429,31.2697205357,9009,5
"440",121.561012857,31.2697205357,1759,5
"441",121.571936286,31.2697205357,3837,5
"442",121.582859714,31.2697205357,6816,5
"443",121.593783143,31.2697205357,7175,5
"444",121.604706571,31.2697205357,3393,5
"445",121.61563,31.2697205357,2107,5
"446",121.626553429,31.2697205357,674,5
"447",121.637476857,31.2697205357,1637,5
"448",121.648400286,31.2697205357,2333,5
"449",121.353467714,31.2787168929,3866,5
"450",121.364391143,31.2787168929,2724,5
"451",121.375314571,31.2787168929,4363,5
"452",121.386238,31.2787168929,12022,5
"453",121.397161429,31.2787168929,21062,5
"454",121.408084857,31.2787168929,24026,5
"455",121.419008286,31.2787168929,29999,5
"456",121.429931714,31.2787168929,15461,5
"457",121.440855143,31.2787168929,7910,5
"458",121.451778571,31.2787168929,14481,5
"459",121.462702,31.2787168929,15741,5
"460",121.473625429,31.2787168929,18608,5
"461",121.484548857,31.2787168929,25910,5
"462",121.495472286,31.2787168929,26415,5
"463",121.506395714,31.2787168929,28769,5
"464",121.517319143,31.2787168929,26668,5
"465",121.528242571,31.2787168929,16975,5
"466",121.539166,31.2787168929,13540,5
"467",121.550089429,31.2787168929,12588,5
"468",121.561012857,31.2787168929,3059,5
"469",121.571936286,31.2787168929,3119,5
"470",121.582859714,31.2787168929,5877,5
"471",121.593783143,31.2787168929,4444,5
"472",121.604706571,31.2787168929,2933,5
"473",121.61563,31.2787168929,1499,5
"474",121.626553429,31.2787168929,330,5
"475",121.637476857,31.2787168929,1859,5
"476",121.648400286,31.2787168929,2436,5
"477",121.353467714,31.28771325,9142,5
"478",121.364391143,31.28771325,3195,5
"479",121.375314571,31.28771325,8392,5
"480",121.386238,31.28771325,14438,5
"481",121.397161429,31.28771325,21652,5
"482",121.408084857,31.28771325,20526,5
"483",121.419008286,31.28771325,16417,5
"484",121.429931714,31.28771325,14971,5
"485",121.440855143,31.28771325,4181,5
"486",121.451778571,31.28771325,5983,5
"487",121.462702,31.28771325,9611,5
"488",121.473625429,31.28771325,22257,5
"489",121.484548857,31.28771325,22583,5
"490",121.495472286,31.28771325,16600,5
"491",121.506395714,31.28771325,14969,5
"492",121.517319143,31.28771325,24963,5
"493",121.528242571,31.28771325,30930,5
"494",121.539166,31.28771325,24038,5
"495",121.550089429,31.28771325,12667,5
"496",121.561012857,31.28771325,845,5
"497",121.571936286,31.28771325,2622,5
"498",121.582859714,31.28771325,4414,5
"499",121.593783143,31.28771325,2975,5
"500",121.604706571,31.28771325,4157,5
"501",121.61563,31.28771325,1779,5
"502",121.626553429,31.28771325,611,5
"503",121.637476857,31.28771325,419,5
"504",121.648400286,31.28771325,610,5
"505",121.353467714,31.2967096071,3958,5
"506",121.364391143,31.2967096071,2849,5
"507",121.375314571,31.2967096071,4238,5
"508",121.386238,31.2967096071,6988,5
"509",121.397161429,31.2967096071,7333,5
"510",121.408084857,31.2967096071,9018,5
"511",121.419008286,31.2967096071,6213,5
"512",121.429931714,31.2967096071,13242,5
"513",121.440855143,31.2967096071,4380,5
"514",121.451778571,31.2967096071,2521,5
"515",121.462702,31.2967096071,10724,5
"516",121.473625429,31.2967096071,17513,5
"517",121.484548857,31.2967096071,12902,5
"518",121.495472286,31.2967096071,11215,5
"519",121.506395714,31.2967096071,18409,5
"520",121.517319143,31.2967096071,10692,5
"521",121.528242571,31.2967096071,17209,5
"522",121.539166,31.2967096071,18660,5
"523",121.550089429,31.2967096071,9635,5
"524",121.561012857,31.2967096071,263,5
"525",121.571936286,31.2967096071,2458,5
"526",121.582859714,31.2967096071,3651,5
"527",121.593783143,31.2967096071,1145,5
"528",121.604706571,31.2967096071,4137,5
"529",121.61563,31.2967096071,2046,5
"530",121.626553429,31.2967096071,824,5
"531",121.637476857,31.2967096071,739,5
"532",121.648400286,31.2967096071,156,5
"533",121.353467714,31.3057059643,1184,5
"534",121.364391143,31.3057059643,2126,5
"535",121.375314571,31.3057059643,1532,5
"536",121.386238,31.3057059643,5919,5
"537",121.397161429,31.3057059643,13455,5
"538",121.408084857,31.3057059643,14013,5
"539",121.419008286,31.3057059643,7251,5
"540",121.429931714,31.3057059643,12943,5
"541",121.440855143,31.3057059643,13422,5
"542",121.451778571,31.3057059643,4027,5
"543",121.462702,31.3057059643,11969,5
"544",121.473625429,31.3057059643,13690,5
"545",121.484548857,31.3057059643,15533,5
"546",121.495472286,31.3057059643,17556,5
"547",121.506395714,31.3057059643,12214,5
"548",121.517319143,31.3057059643,13929,5
"549",121.528242571,31.3057059643,17400,5
"550",121.539166,31.3057059643,10834,5
"551",121.550089429,31.3057059643,2835,5
"552",121.561012857,31.3057059643,654,5
"553",121.571936286,31.3057059643,686,5
"554",121.582859714,31.3057059643,1917,5
"555",121.593783143,31.3057059643,426,5
"556",121.604706571,31.3057059643,2093,5
"557",121.61563,31.3057059643,1212,5
"558",121.626553429,31.3057059643,2043,5
"559",121.637476857,31.3057059643,620,5
"560",121.648400286,31.3057059643,870,5
"561",121.353467714,31.3147023214,2006,5
"562",121.364391143,31.3147023214,1704,5
"563",121.375314571,31.3147023214,11018,5
"564",121.386238,31.3147023214,8049,5
"565",121.397161429,31.3147023214,8899,5
"566",121.408084857,31.3147023214,6035,5
"567",121.419008286,31.3147023214,1123,5
"568",121.429931714,31.3147023214,14332,5
"569",121.440855143,31.3147023214,26788,5
"570",121.451778571,31.3147023214,20094,5
"571",121.462702,31.3147023214,8460,5
"572",121.473625429,31.3147023214,5593,5
"573",121.484548857,31.3147023214,22659,5
"574",121.495472286,31.3147023214,12284,5
"575",121.506395714,31.3147023214,6269,5
"576",121.517319143,31.3147023214,18259,5
"577",121.528242571,31.3147023214,18654,5
"578",121.539166,31.3147023214,10908,5
"579",121.550089429,31.3147023214,2465,5
"580",121.561012857,31.3147023214,1314,5
"581",121.571936286,31.3147023214,422,5
"582",121.582859714,31.3147023214,928,5
"583",121.593783143,31.3147023214,287,5
"584",121.604706571,31.3147023214,417,5
"585",121.61563,31.3147023214,1121,5
"586",121.626553429,31.3147023214,2134,5
"587",121.637476857,31.3147023214,2147,5
"588",121.648400286,31.3147023214,57,5
"589",121.353467714,31.3236986786,2062,5
"590",121.364391143,31.3236986786,1202,5
"591",121.375314571,31.3236986786,2931,5
"592",121.386238,31.3236986786,6119,5
"593",121.397161429,31.3236986786,4455,5
"594",121.408084857,31.3236986786,2067,5
"595",121.419008286,31.3236986786,2478,5
"596",121.429931714,31.3236986786,11945,5
"597",121.440855143,31.3236986786,13093,5
"598",121.451778571,31.3236986786,14033,5
"599",121.462702,31.3236986786,5710,5
"600",121.473625429,31.3236986786,8547,5
"601",121.484548857,31.3236986786,13189,5
"602",121.495472286,31.3236986786,4474,5
"603",121.506395714,31.3236986786,2641,5
"604",121.517319143,31.3236986786,12072,5
"605",121.528242571,31.3236986786,28324,5
"606",121.539166,31.3236986786,15081,5
"607",121.550089429,31.3236986786,1900,5
"608",121.561012857,31.3236986786,564,5
"609",121.571936286,31.3236986786,1123,5
"610",121.582859714,31.3236986786,1651,5
"611",121.593783143,31.3236986786,2149,5
"612",121.604706571,31.3236986786,713,5
"613",121.61563,31.3236986786,1357,5
"614",121.626553429,31.3236986786,2062,5
"615",121.637476857,31.3236986786,937,5
"616",121.648400286,31.3236986786,506,5
"617",121.353467714,31.3326950357,1281,5
"618",121.364391143,31.3326950357,2175,5
"619",121.375314571,31.3326950357,1796,5
"620",121.386238,31.3326950357,2664,5
"621",121.397161429,31.3326950357,5185,5
"622",121.408084857,31.3326950357,3289,5
"623",121.419008286,31.3326950357,3557,5
"624",121.429931714,31.3326950357,10006,5
"625",121.440855143,31.3326950357,12430,5
"626",121.451778571,31.3326950357,16660,5
"627",121.462702,31.3326950357,9851,5
"628",121.473625429,31.3326950357,10858,5
"629",121.484548857,31.3326950357,10272,5
"630",121.495472286,31.3326950357,2683,5
"631",121.506395714,31.3326950357,1982,5
"632",121.517319143,31.3326950357,5765,5
"633",121.528242571,31.3326950357,21011,5
"634",121.539166,31.3326950357,10969,5
"635",121.550089429,31.3326950357,1437,5
"636",121.561012857,31.3326950357,646,5
"637",121.571936286,31.3326950357,1755,5
"638",121.582859714,31.3326950357,3233,5
"639",121.593783143,31.3326950357,2598,5
"640",121.604706571,31.3326950357,780,5
"641",121.61563,31.3326950357,2516,5
"642",121.626553429,31.3326950357,391,5
"643",121.637476857,31.3326950357,1249,5
"644",121.648400286,31.3326950357,50,5
"645",121.353467714,31.3416913929,664,5
"646",121.364391143,31.3416913929,4195,5
"647",121.375314571,31.3416913929,1652,5
"648",121.386238,31.3416913929,3284,5
"649",121.397161429,31.3416913929,3876,5
"650",121.408084857,31.3416913929,3174,5
"651",121.419008286,31.3416913929,3537,5
"652",121.429931714,31.3416913929,6386,5
"653",121.440855143,31.3416913929,12426,5
"654",121.451778571,31.3416913929,12090,5
"655",121.462702,31.3416913929,1811,5
"656",121.473625429,31.3416913929,8813,5
"657",121.484548857,31.3416913929,11937,5
"658",121.495472286,31.3416913929,6696,5
"659",121.506395714,31.3416913929,2186,5
"660",121.517319143,31.3416913929,3231,5
"661",121.528242571,31.3416913929,2777,5
"662",121.539166,31.3416913929,1173,5
"663",121.550089429,31.3416913929,131,5
"664",121.561012857,31.3416913929,2458,5
"665",121.571936286,31.3416913929,5704,5
"666",121.582859714,31.3416913929,4423,5
"667",121.593783143,31.3416913929,835,5
"668",121.604706571,31.3416913929,497,5
"669",121.61563,31.3416913929,591,5
"670",121.626553429,31.3416913929,214,5
"671",121.637476857,31.3416913929,887,5
"672",121.648400286,31.3416913929,0,5
"673",121.353467714,31.35068775,5605,5
"674",121.364391143,31.35068775,6290,5
"675",121.375314571,31.35068775,4624,5
"676",121.386238,31.35068775,3629,5
"677",121.397161429,31.35068775,5865,5
"678",121.408084857,31.35068775,4816,5
"679",121.419008286,31.35068775,5216,5
"680",121.429931714,31.35068775,6972,5
"681",121.440855143,31.35068775,1432,5
"682",121.451778571,31.35068775,2101,5
"683",121.462702,31.35068775,871,5
"684",121.473625429,31.35068775,2307,5
"685",121.484548857,31.35068775,5818,5
"686",121.495472286,31.35068775,5994,5
"687",121.506395714,31.35068775,1488,5
"688",121.517319143,31.35068775,722,5
"689",121.528242571,31.35068775,566,5
"690",121.539166,31.35068775,786,5
"691",121.550089429,31.35068775,1142,5
"692",121.561012857,31.35068775,3464,5
"693",121.571936286,31.35068775,4594,5
"694",121.582859714,31.35068775,2440,5
"695",121.593783143,31.35068775,259,5
"696",121.604706571,31.35068775,20,5
"697",121.61563,31.35068775,145,5
"698",121.626553429,31.35068775,0,5
"699",121.637476857,31.35068775,0,5
"700",121.648400286,31.35068775,0,5
"701",121.353467714,31.3596841071,4236,5
"702",121.364391143,31.3596841071,6116,5
"703",121.375314571,31.3596841071,4538,5
"704",121.386238,31.3596841071,4613,5
"705",121.397161429,31.3596841071,3649,5
"706",121.408084857,31.3596841071,6041,5
"707",121.419008286,31.3596841071,3721,5
"708",121.429931714,31.3596841071,3867,5
"709",121.440855143,31.3596841071,3578,5
"710",121.451778571,31.3596841071,3088,5
"711",121.462702,31.3596841071,253,5
"712",121.473625429,31.3596841071,220,5
"713",121.484548857,31.3596841071,2257,5
"714",121.495472286,31.3596841071,1754,5
"715",121.506395714,31.3596841071,156,5
"716",121.517319143,31.3596841071,490,5
"717",121.528242571,31.3596841071,377,5
"718",121.539166,31.3596841071,696,5
"719",121.550089429,31.3596841071,937,5
"720",121.561012857,31.3596841071,926,5
"721",121.571936286,31.3596841071,743,5
"722",121.582859714,31.3596841071,801,5
"723",121.593783143,31.3596841071,51,5
"724",121.604706571,31.3596841071,51,5
"725",121.61563,31.3596841071,35,5
"726",121.626553429,31.3596841071,35,5
"727",121.637476857,31.3596841071,0,5
"728",121.648400286,31.3596841071,0,5
"729",121.353467714,31.3686804643,3119,5
"730",121.364391143,31.3686804643,3695,5
"731",121.375314571,31.3686804643,2014,5
"732",121.386238,31.3686804643,1386,5
"733",121.397161429,31.3686804643,2392,5
"734",121.408084857,31.3686804643,3592,5
"735",121.419008286,31.3686804643,3624,5
"736",121.429931714,31.3686804643,8451,5
"737",121.440855143,31.3686804643,6768,5
"738",121.451778571,31.3686804643,2072,5
"739",121.462702,31.3686804643,1028,5
"740",121.473625429,31.3686804643,1298,5
"741",121.484548857,31.3686804643,6817,5
"742",121.495472286,31.3686804643,4034,5
"743",121.506395714,31.3686804643,444,5
"744",121.517319143,31.3686804643,353,5
"745",121.528242571,31.3686804643,402,5
"746",121.539166,31.3686804643,1641,5
"747",121.550089429,31.3686804643,674,5
"748",121.561012857,31.3686804643,355,5
"749",121.571936286,31.3686804643,46,5
"750",121.582859714,31.3686804643,191,5
"751",121.593783143,31.3686804643,68,5
"752",121.604706571,31.3686804643,0,5
"753",121.61563,31.3686804643,0,5
"754",121.626553429,31.3686804643,0,5
"755",121.637476857,31.3686804643,0,5
"756",121.648400286,31.3686804643,0,5
"757",121.353467714,31.3776768214,1174,5
"758",121.364391143,31.3776768214,1848,5
"759",121.375314571,31.3776768214,925,5
"760",121.386238,31.3776768214,1702,5
"761",121.397161429,31.3776768214,922,5
"762",121.408084857,31.3776768214,1606,5
"763",121.419008286,31.3776768214,1982,5
"764",121.429931714,31.3776768214,7152,5
"765",121.440855143,31.3776768214,5274,5
"766",121.451778571,31.3776768214,2852,5
"767",121.462702,31.3776768214,1272,5
"768",121.473625429,31.3776768214,968,5
"769",121.484548857,31.3776768214,6435,5
"770",121.495472286,31.3776768214,4696,5
"771",121.506395714,31.3776768214,1444,5
"772",121.517319143,31.3776768214,640,5
"773",121.528242571,31.3776768214,764,5
"774",121.539166,31.3776768214,398,5
"775",121.550089429,31.3776768214,154,5
"776",121.561012857,31.3776768214,123,5
"777",121.571936286,31.3776768214,35,5
"778",121.582859714,31.3776768214,0,5
"779",121.593783143,31.3776768214,0,5
"780",121.604706571,31.3776768214,0,5
"781",121.61563,31.3776768214,0,5
"782",121.626553429,31.3776768214,0,5
"783",121.637476857,31.3776768214,0,5
"784",121.648400286,31.3776768214,0,5
"785",121.353467714,31.1347751786,5252,6
"786",121.364391143,31.1347751786,8457,6
"787",121.375314571,31.1347751786,8533,6
"788",121.386238,31.1347751786,8725,6
"789",121.397161429,31.1347751786,12829,6
"790",121.408084857,31.1347751786,15857,6
"791",121.419008286,31.1347751786,18755,6
"792",121.429931714,31.1347751786,14735,6
"793",121.440855143,31.1347751786,10793,6
"794",121.451778571,31.1347751786,6451,6
"795",121.462702,31.1347751786,2399,6
"796",121.473625429,31.1347751786,4296,6
"797",121.484548857,31.1347751786,4851,6
"798",121.495472286,31.1347751786,5265,6
"799",121.506395714,31.1347751786,3805,6
"800",121.517319143,31.1347751786,6485,6
"801",121.528242571,31.1347751786,3718,6
"802",121.539166,31.1347751786,3183,6
"803",121.550089429,31.1347751786,2724,6
"804",121.561012857,31.1347751786,2936,6
"805",121.571936286,31.1347751786,2163,6
"806",121.582859714,31.1347751786,1897,6
"807",121.593783143,31.1347751786,2261,6
"808",121.604706571,31.1347751786,2109,6
"809",121.61563,31.1347751786,8673,6
"810",121.626553429,31.1347751786,1958,6
"811",121.637476857,31.1347751786,401,6
"812",121.648400286,31.1347751786,1238,6
"813",121.353467714,31.1437715357,18457,6
"814",121.364391143,31.1437715357,7957,6
"815",121.375314571,31.1437715357,7655,6
"816",121.386238,31.1437715357,10093,6
"817",121.397161429,31.1437715357,13141,6
"818",121.408084857,31.1437715357,22763,6
"819",121.419008286,31.1437715357,14272,6
"820",121.429931714,31.1437715357,16652,6
"821",121.440855143,31.1437715357,11419,6
"822",121.451778571,31.1437715357,7414,6
"823",121.462702,31.1437715357,2521,6
"824",121.473625429,31.1437715357,4123,6
"825",121.484548857,31.1437715357,8814,6
"826",121.495472286,31.1437715357,11084,6
"827",121.506395714,31.1437715357,9979,6
"828",121.517319143,31.1437715357,10079,6
"829",121.528242571,31.1437715357,5248,6
"830",121.539166,31.1437715357,2733,6
"831",121.550089429,31.1437715357,1897,6
"832",121.561012857,31.1437715357,2028,6
"833",121.571936286,31.1437715357,2268,6
"834",121.582859714,31.1437715357,1253,6
"835",121.593783143,31.1437715357,1580,6
"836",121.604706571,31.1437715357,4921,6
"837",121.61563,31.1437715357,6835,6
"838",121.626553429,31.1437715357,2035,6
"839",121.637476857,31.1437715357,1071,6
"840",121.648400286,31.1437715357,1101,6
"841",121.353467714,31.1527678929,17613,6
"842",121.364391143,31.1527678929,13384,6
"843",121.375314571,31.1527678929,12618,6
"844",121.386238,31.1527678929,13879,6
"845",121.397161429,31.1527678929,11611,6
"846",121.408084857,31.1527678929,11930,6
"847",121.419008286,31.1527678929,14317,6
"848",121.429931714,31.1527678929,13544,6
"849",121.440855143,31.1527678929,6431,6
"850",121.451778571,31.1527678929,6720,6
"851",121.462702,31.1527678929,507,6
"852",121.473625429,31.1527678929,2214,6
"853",121.484548857,31.1527678929,8967,6
"854",121.495472286,31.1527678929,14743,6
"855",121.506395714,31.1527678929,11064,6
"856",121.517319143,31.1527678929,9550,6
"857",121.528242571,31.1527678929,8426,6
"858",121.539166,31.1527678929,2839,6
"859",121.550089429,31.1527678929,787,6
"860",121.561012857,31.1527678929,2938,6
"861",121.571936286,31.1527678929,3045,6
"862",121.582859714,31.1527678929,2863,6
"863",121.593783143,31.1527678929,1320,6
"864",121.604706571,31.1527678929,1479,6
"865",121.61563,31.1527678929,1011,6
"866",121.626553429,31.1527678929,811,6
"867",121.637476857,31.1527678929,402,6
"868",121.648400286,31.1527678929,294,6
"869",121.353467714,31.16176425,10204,6
"870",121.364391143,31.16176425,14519,6
"871",121.375314571,31.16176425,16869,6
"872",121.386238,31.16176425,10999,6
"873",121.397161429,31.16176425,15554,6
"874",121.408084857,31.16176425,11541,6
"875",121.419008286,31.16176425,14839,6
"876",121.429931714,31.16176425,12337,6
"877",121.440855143,31.16176425,8570,6
"878",121.451778571,31.16176425,6918,6
"879",121.462702,31.16176425,424,6
"880",121.473625429,31.16176425,3288,6
"881",121.484548857,31.16176425,8085,6
"882",121.495472286,31.16176425,13933,6
"883",121.506395714,31.16176425,8087,6
"884",121.517319143,31.16176425,10683,6
"885",121.528242571,31.16176425,9426,6
"886",121.539166,31.16176425,2443,6
"887",121.550089429,31.16176425,3027,6
"888",121.561012857,31.16176425,5280,6
"889",121.571936286,31.16176425,5013,6
"890",121.582859714,31.16176425,1102,6
"891",121.593783143,31.16176425,58,6
"892",121.604706571,31.16176425,333,6
"893",121.61563,31.16176425,361,6
"894",121.626553429,31.16176425,672,6
"895",121.637476857,31.16176425,891,6
"896",121.648400286,31.16176425,669,6
"897",121.353467714,31.1707606071,12782,6
"898",121.364391143,31.1707606071,10906,6
"899",121.375314571,31.1707606071,13442,6
"900",121.386238,31.1707606071,12143,6
"901",121.397161429,31.1707606071,5355,6
"902",121.408084857,31.1707606071,6277,6
"903",121.419008286,31.1707606071,16095,6
"904",121.429931714,31.1707606071,21944,6
"905",121.440855143,31.1707606071,16083,6
"906",121.451778571,31.1707606071,7533,6
"907",121.462702,31.1707606071,934,6
"908",121.473625429,31.1707606071,7139,6
"909",121.484548857,31.1707606071,14776,6
"910",121.495472286,31.1707606071,19946,6
"911",121.506395714,31.1707606071,9244,6
"912",121.517319143,31.1707606071,8381,6
"913",121.528242571,31.1707606071,8000,6
"914",121.539166,31.1707606071,4915,6
"915",121.550089429,31.1707606071,1745,6
"916",121.561012857,31.1707606071,2283,6
"917",121.571936286,31.1707606071,1530,6
"918",121.582859714,31.1707606071,768,6
