x,y,value,hour
121.3534677,31.13477518,8160.000024,7
121.3610301,31.13477518,10681.41002,7
121.3685925,31.13477518,11203.87302,7
121.3761548,31.13477518,11685.67555,7
121.3837172,31.13477518,9824.180077,7
121.3912796,31.13477518,15033.97402,7
121.398842,31.13477518,23505.45653,7
121.4064043,31.13477518,26028.36451,7
121.4139667,31.13477518,25593.35857,7
121.4215291,31.13477518,22300.95161,7
121.4290915,31.13477518,18518.86552,7
121.4366538,31.13477518,14957.29262,7
121.4442162,31.13477518,11634.04582,7
121.4517786,31.13477518,8326.999885,7
121.4593409,31.13477518,4680.57616,7
121.4669033,31.13477518,3651.068684,7
121.4744657,31.13477518,5726.405888,7
121.4820281,31.13477518,7061.040771,7
121.4895904,31.13477518,7989.057757,7
121.4971528,31.13477518,7677.679025,7
121.5047152,31.13477518,6547.82043,7
121.5122776,31.13477518,8016.550588,7
121.5198399,31.13477518,8019.328497,7
121.5274023,31.13477518,5050.461539,7
121.5349647,31.13477518,4542.59294,7
121.5425271,31.13477518,4837.111652,7
121.5500894,31.13477518,5828.999932,7
121.5576518,31.13477518,3903.980124,7
121.5652142,31.13477518,2882.227876,7
121.5727765,31.13477518,2506.03226,7
121.5803389,31.13477518,1955.549633,7
121.5879013,31.13477518,1919.20786,7
121.5954637,31.13477518,2533.612586,7
121.603026,31.13477518,2956.620609,7
121.6105884,31.13477518,10204.34235,7
121.6181508,31.13477518,13345.58207,7
121.6257132,31.13477518,4709.511601,7
121.6332755,31.13477518,1391.055519,7
121.6408379,31.13477518,836.2593077,7
121.6484003,31.13477518,2220.999999,7
121.3534677,31.14100343,15338.43042,7
121.3610301,31.14100343,11293.57988,7
121.3685925,31.14100343,9942.581286,7
121.3761548,31.14100343,10580.51056,7
121.3837172,31.14100343,11113.75708,7
121.3912796,31.14100343,14619.18626,7
121.398842,31.14100343,22021.81709,7
121.4064043,31.14100343,33636.79066,7
121.4139667,31.14100343,28068.52771,7
121.4215291,31.14100343,20950.7562,7
121.4290915,31.14100343,20134.69319,7
121.4366538,31.14100343,16453.29472,7
121.4442162,31.14100343,13282.17113,7
121.4517786,31.14100343,11035.39886,7
121.4593409,31.14100343,5506.172826,7
121.4669033,31.14100343,3368.123215,7
121.4744657,31.14100343,5134.849375,7
121.4820281,31.14100343,8508.447543,7
121.4895904,31.14100343,10734.33736,7
121.4971528,31.14100343,11301.8949,7
121.5047152,31.14100343,10991.25404,7
121.5122776,31.14100343,11238.58164,7
121.5198399,31.14100343,10443.7196,7
121.5274023,31.14100343,6511.388639,7
121.5349647,31.14100343,4544.196735,7
121.5425271,31.14100343,3844.797633,7
121.5500894,31.14100343,4155.710694,7
121.5576518,31.14100343,3343.946477,7
121.5652142,31.14100343,2682.385708,7
121.5727765,31.14100343,2196.849248,7
121.5803389,31.14100343,1560.646024,7
121.5879013,31.14100343,1545.397563,7
121.5954637,31.14100343,2274.269847,7
121.603026,31.14100343,4956.950063,7
121.6105884,31.14100343,9306.563212,7
121.6181508,31.14100343,10220.91015,7
121.6257132,31.14100343,4531.063233,7
121.6332755,31.14100343,1775.247502,7
121.6408379,31.14100343,1484.104227,7
121.6484003,31.14100343,1461.398388,7
121.3534677,31.14723167,18330.79298,7
121.3610301,31.14723167,13448.60985,7
121.3685925,31.14723167,11025.31081,7
121.3761548,31.14723167,11345.49721,7
121.3837172,31.14723167,12629.9493,7
121.3912796,31.14723167,14088.44963,7
121.398842,31.14723167,18252.65892,7
121.4064043,31.14723167,28105.73534,7
121.4139667,31.14723167,24750.78266,7
121.4215291,31.14723167,19862.12586,7
121.4290915,31.14723167,19652.05827,7
121.4366538,31.14723167,15202.34825,7
121.4442162,31.14723167,11714.07736,7
121.4517786,31.14723167,10132.21521,7
121.4593409,31.14723167,4784.045933,7
121.4669033,31.14723167,2342.192248,7
121.4744657,31.14723167,4240.905926,7
121.4820281,31.14723167,9172.56737,7
121.4895904,31.14723167,13403.94808,7
121.4971528,31.14723167,15260.76666,7
121.5047152,31.14723167,14335.1837,7
121.5122776,31.14723167,13187.12005,7
121.5198399,31.14723167,12073.59368,7
121.5274023,31.14723167,9320.831482,7
121.5349647,31.14723167,5663.395841,7
121.5425271,31.14723167,3160.031729,7
121.5500894,31.14723167,2793.359323,7
121.5576518,31.14723167,3077.341705,7
121.5652142,31.14723167,3068.537934,7
121.5727765,31.14723167,2563.299521,7
121.5803389,31.14723167,2152.235162,7
