x,y,value,hour
121.3534677,31.13477518,4129.000016,5
121.3610301,31.13477518,6009.807417,5
121.3685925,31.13477518,5684.394286,5
121.3761548,31.13477518,5783.033914,5
121.3837172,31.13477518,6949.407237,5
121.3912796,31.13477518,7158.842456,5
121.398842,31.13477518,7493.851059,5
121.4064043,31.13477518,10047.85968,5
121.4139667,31.13477518,12591.19274,5
121.4215291,31.13477518,13715.96403,5
121.4290915,31.13477518,12247.15123,5
121.4366538,31.13477518,10156.42818,5
121.4442162,31.13477518,7690.139345,5
121.4517786,31.13477518,5287.999882,5
121.4593409,31.13477518,2909.873545,5
121.4669033,31.13477518,2467.226472,5
121.4744657,31.13477518,3438.611685,5
121.4820281,31.13477518,3448.045383,5
121.4895904,31.13477518,4100.710093,5
121.4971528,31.13477518,4016.744815,5
121.5047152,31.13477518,3043.598665,5
121.5122776,31.13477518,4086.472949,5
121.5198399,31.13477518,4529.188022,5
121.5274023,31.13477518,3055.142866,5
121.5349647,31.13477518,2302.08183,5
121.5425271,31.13477518,1788.007841,5
121.5500894,31.13477518,1617.999995,5
121.5576518,31.13477518,2172.646993,5
121.5652142,31.13477518,2217.986828,5
121.5727765,31.13477518,1823.839414,5
121.5803389,31.13477518,1571.11386,5
121.5879013,31.13477518,1508.318102,5
121.5954637,31.13477518,1743.048301,5
121.603026,31.13477518,1622.489721,5
121.6105884,31.13477518,4426.739678,5
121.6181508,31.13477518,5363.990465,5
121.6257132,31.13477518,1561.639962,5
121.6332755,31.13477518,425.4395196,5
121.6408379,31.13477518,362.0362547,5
121.6484003,31.13477518,847.9999991,5
121.3534677,31.14100343,13087.26216,5
121.3610301,31.14100343,8545.542724,5
121.3685925,31.14100343,6159.744521,5
121.3761548,31.14100343,6155.983199,5
121.3837172,31.14100343,7670.626441,5
121.3912796,31.14100343,8287.504309,5
121.398842,31.14100343,9351.11951,5
121.4064043,31.14100343,12535.21224,5
121.4139667,31.14100343,12886.56425,5
121.4215291,31.14100343,12526.75694,5
121.4290915,31.14100343,12710.49668,5
121.4366538,31.14100343,10383.23678,5
121.4442162,31.14100343,7623.487478,5
121.4517786,31.14100343,4866.87705,5
121.4593409,31.14100343,2781.438404,5
121.4669033,31.14100343,2398.567145,5
121.4744657,31.14100343,3781.318391,5
121.4820281,31.14100343,5313.080719,5
121.4895904,31.14100343,6944.643762,5
121.4971528,31.14100343,7626.747305,5
121.5047152,31.14100343,6220.888976,5
121.5122776,31.14100343,6165.440805,5
121.5198399,31.14100343,5975.163056,5
121.5274023,31.14100343,4169.557775,5
121.5349647,31.14100343,2774.292529,5
121.5425271,31.14100343,1859.769166,5
121.5500894,31.14100343,1513.440328,5
121.5576518,31.14100343,1783.896491,5
121.5652142,31.14100343,2016.637271,5
121.5727765,31.14100343,1838.554621,5
121.5803389,31.14100343,1399.492785,5
121.5879013,31.14100343,1350.765271,5
121.5954637,31.14100343,1752.813294,5
121.603026,31.14100343,3079.633367,5
121.6105884,31.14100343,4960.868785,5
121.6181508,31.14100343,5177.629998,5
121.6257132,31.14100343,2094.708933,5
121.6332755,31.14100343,873.8569004,5
121.6408379,31.14100343,850.3382066,5
121.6484003,31.14100343,702.5464833,5
121.3534677,31.14723167,16805.59995,5
121.3610301,31.14723167,11526.40152,5
121.3685925,31.14723167,8565.532307,5
121.3761548,31.14723167,8562.844715,5
121.3837172,31.14723167,9649.390223,5
121.3912796,31.14723167,9675.713345,5
121.398842,31.14723167,10059.15636,5
121.4064043,31.14723167,12241.94266,5
121.4139667,31.14723167,12176.8103,5
121.4215291,31.14723167,11642.42978,5
121.4290915,31.14723167,11757.13837,5
121.4366538,31.14723167,9132.516968,5
121.4442162,31.14723167,6672.814649,5
121.4517786,31.14723167,4809.62327,5
121.4593409,31.14723167,2392.493591,5
121.4669033,31.14723167,1683.41404,5
121.4744657,31.14723167,3366.527449,5
121.4820281,31.14723167,6246.917251,5
121.4895904,31.14723167,8993.369441,5
121.4971528,31.14723167,10144.46454,5
121.5047152,31.14723167,8455.428323,5
121.5122776,31.14723167,7623.963495,5
121.5198399,31.14723167,6883.545287,5
121.5274023,31.14723167,4951.410281,5
121.5349647,31.14723167,3096.633809,5
121.5425271,31.14723167,1712.902602,5
121.5500894,31.14723167,1092.631606,5
121.5576518,31.14723167,1481.522229,5
121.5652142,31.14723167,1994.302467,5
121.5727765,31.14723167,2071.874158,5
121.5803389,31.14723167,1661.263318,5
121.5879013,31.14723167,1293.5444,5
121.5954637,31.14723167,1425.706517,5
121.603026,31.14723167,2549.063543,5
121.6105884,31.14723167,3485.567026,5
121.6181508,31.14723167,3327.178579,5
121.6257132,31.14723167,1562.644055,5
121.6332755,31.14723167,776.2469355,5
121.6408379,31.14723167,707.2462545,5
121.6484003,31.14723167,452.7356999,5
121.3534677,31.15345992,16013.2786,5
121.3610301,31.15345992,12972.3285,5
121.3685925,31.15345992,11905.17776,5
121.3761548,31.15345992,12337.06099,5
121.3837172,31.15345992,12049.09332,5
121.3912796,31.15345992,10712.73216,5
121.398842,31.15345992,9740.742468,5
121.4064043,31.15345992,10020.21246,5
121.4139667,31.15345992,11137.20326,5
121.4215291,31.15345992,11299.45469,5
121.4290915,31.15345992,10159.22223,5
121.4366538,31.15345992,7290.201653,5
121.4442162,31.15345992,5632.364895,5
121.4517786,31.15345992,5523.24389,5
121.4593409,31.15345992,1850.373907,5
121.4669033,31.15345992,588.657135,5
121.4744657,31.15345992,2161.759294,5
121.4820281,31.15345992,5987.647154,5
121.4895904,31.15345992,9395.16341,5
121.4971528,31.15345992,10992.52785,5
121.5047152,31.15345992,8991.033031,5
121.5122776,31.15345992,8046.033299,5
121.5198399,31.15345992,7392.321034,5
121.5274023,31.15345992,5636.073855,5
121.5349647,31.15345992,3362.787758,5
121.5425271,31.15345992,1607.629257,5
121.5500894,31.15345992,738.2986574,5
121.5576518,31.15345992,1820.204641,5
121.5652142,31.15345992,2583.316004,5
121.5727765,31.15345992,2693.251936,5
121.5803389,31.15345992,2202.804823,5
121.5879013,31.15345992,1262.799587,5
121.5954637,31.15345992,807.8827687,5
121.603026,31.15345992,872.4152137,5
121.6105884,31.15345992,1193.028653,5
121.6181508,31.15345992,931.4664944,5
121.6257132,31.15345992,767.3928922,5
121.6332755,31.15345992,532.016611,5
121.6408379,31.15345992,483.0665792,5
121.6484003,31.15345992,235.4528862,5
121.3534677,31.15968817,10383.08892,5
121.3610301,31.15968817,11893.16675,5
121.3685925,31.15968817,13451.59538,5
121.3761548,31.15968817,15187.3598,5
121.3837172,31.15968817,11987.58367,5
121.3912796,31.15968817,10397.12959,5
121.398842,31.15968817,10199.89914,5
121.4064043,31.15968817,9565.947167,5
121.4139667,31.15968817,10570.76133,5
121.4215291,31.15968817,10814.50144,5
121.4290915,31.15968817,8096.822023,5
121.4366538,31.15968817,7446.579571,5
121.4442162,31.15968817,6615.753594,5
121.4517786,31.15968817,5631.957524,5
121.4593409,31.15968817,1811.363214,5
121.4669033,31.15968817,345.1580554,5
121.4744657,31.15968817,1916.276271,5
121.4820281,31.15968817,5302.366622,5
121.4895904,31.15968817,9209.94075,5
121.4971528,31.15968817,10351.98861,5
121.5047152,31.15968817,8136.86165,5
121.5122776,31.15968817,7945.947092,5
121.5198399,31.15968817,8298.587035,5
121.5274023,31.15968817,6888.474387,5
121.5349647,31.15968817,3750.026353,5
121.5425271,31.15968817,1785.958391,5
121.5500894,31.15968817,2163.016501,5
121.5576518,31.15968817,2771.932188,5
121.5652142,31.15968817,3419.510028,5
121.5727765,31.15968817,3553.86622,5
121.5803389,31.15968817,1689.572905,5
121.5879013,31.15968817,659.611063,5
121.5954637,31.15968817,221.7273093,5
121.603026,31.15968817,325.5075147,5
121.6105884,31.15968817,361.8161282,5
121.6181508,31.15968817,410.5067841,5
121.6257132,31.15968817,575.2595747,5
121.6332755,31.15968817,653.9771789,5
121.6408379,31.15968817,677.8500649,5
121.6484003,31.15968817,417.2474986,5
121.3534677,31.16591641,9894.423923,5
121.3610301,31.16591641,10811.0122,5
121.3685925,31.16591641,12528.31681,5
121.3761548,31.16591641,14083.42736,5
121.3837172,31.16591641,11405.04842,5
121.3912796,31.16591641,8615.74127,5
121.398842,31.16591641,6877.954966,5
121.4064043,31.16591641,7262.473757,5
121.4139667,31.16591641,10061.90166,5
121.4215291,31.16591641,12039.76514,5
121.4290915,31.16591641,11274.68978,5
121.4366538,31.16591641,10209.98739,5
121.4442162,31.16591641,8640.169945,5
121.4517786,31.16591641,6005.225024,5
121.4593409,31.16591641,1980.305288,5
121.4669033,31.16591641,997.7569382,5
121.4744657,31.16591641,3693.588062,5
121.4820281,31.16591641,8029.930388,5
121.4895904,31.16591641,11805.26882,5
121.4971528,31.16591641,12235.98647,5
121.5047152,31.16591641,8090.243959,5
121.5122776,31.16591641,7378.885599,5
121.5198399,31.16591641,7814.85859,5
121.5274023,31.16591641,7058.451876,5
121.5349647,31.16591641,4573.410512,5
121.5425271,31.16591641,2652.935617,5
121.5500894,31.16591641,2125.808498,5
121.5576518,31.16591641,2491.002642,5
121.5652142,31.16591641,2810.012609,5
121.5727765,31.16591641,2553.986244,5
121.5803389,31.16591641,1210.54011,5
121.5879013,31.16591641,414.9404406,5
121.5954637,31.16591641,156.9173213,5
121.603026,31.16591641,189.7584407,5
121.6105884,31.16591641,147.082534,5
121.6181508,31.16591641,315.7033589,5
121.6257132,31.16591641,740.0708646,5
121.6332755,31.16591641,860.0038062,5
121.6408379,31.16591641,771.2406837,5
121.6484003,31.16591641,438.4259748,5
121.3534677,31.17214466,12810.64669,5
121.3610301,31.17214466,12226.04752,5
121.3685925,31.17214466,11622.44227,5
121.3761548,31.17214466,11440.75721,5
121.3837172,31.17214466,10670.99123,5
121.3912796,31.17214466,7269.191953,5
121.398842,31.17214466,3342.564657,5
121.4064043,31.17214466,4927.711653,5
121.4139667,31.17214466,9612.720053,5
121.4215291,31.17214466,13118.59033,5
121.4290915,31.17214466,14342.39611,5
121.4366538,31.17214466,12457.17856,5
121.4442162,31.17214466,10240.28339,5
121.4517786,31.17214466,6108.047749,5
121.4593409,31.17214466,1859.994026,5
121.4669033,31.17214466,1497.526022,5
121.4744657,31.17214466,5340.091306,5
121.4820281,31.17214466,10684.17483,5
121.4895904,31.17214466,14312.62743,5
121.4971528,31.17214466,15224.68816,5
121.5047152,31.17214466,9481.570526,5
121.5122776,31.17214466,8167.308229,5
121.5198399,31.17214466,7246.34257,5
121.5274023,31.17214466,6460.114869,5
121.5349647,31.17214466,4955.900967,5
121.5425271,31.17214466,3620.636701,5
121.5500894,31.17214466,1898.596054,5
121.5576518,31.17214466,2114.92388,5
121.5652142,31.17214466,1847.508688,5
121.5727765,31.17214466,1078.573397,5
121.5803389,31.17214466,790.5267319,5
121.5879013,31.17214466,445.7468667,5
121.5954637,31.17214466,333.0966464,5
121.603026,31.17214466,284.7171749,5
121.6105884,31.17214466,274.2532804,5
121.6181508,31.17214466,660.3897951,5
121.6257132,31.17214466,1444.347016,5
121.6332755,31.17214466,1335.526101,5
121.6408379,31.17214466,872.6738788,5
121.6484003,31.17214466,447.0361194,5
121.3534677,31.17837291,17638.33925,5
121.3610301,31.17837291,16276.37099,5
121.3685925,31.17837291,12944.19205,5
121.3761548,31.17837291,7801.454215,5
121.3837172,31.17837291,10301.5087,5
121.3912796,31.17837291,8121.395361,5
121.398842,31.17837291,5214.573069,5
121.4064043,31.17837291,5982.17837,5
121.4139667,31.17837291,9545.994136,5
121.4215291,31.17837291,11725.11596,5
121.4290915,31.17837291,9368.319309,5
121.4366538,31.17837291,11663.30151,5
121.4442162,31.17837291,10584.84222,5
121.4517786,31.17837291,5181.494303,5
121.4593409,31.17837291,1713.887953,5
121.4669033,31.17837291,1081.886529,5
121.4744657,31.17837291,4097.114036,5
121.4820281,31.17837291,8112.040251,5
121.4895904,31.17837291,11973.48719,5
121.4971528,31.17837291,14730.16112,5
121.5047152,31.17837291,14127.75468,5
121.5122776,31.17837291,11083.48949,5
121.5198399,31.17837291,8233.339052,5
121.5274023,31.17837291,4570.974965,5
121.5349647,31.17837291,4247.406851,5
121.5425271,31.17837291,4045.857345,5
121.5500894,31.17837291,3853.793074,5
121.5576518,31.17837291,3326.471748,5
121.5652142,31.17837291,2233.227702,5
121.5727765,31.17837291,766.7664827,5
121.5803389,31.17837291,541.680797,5
121.5879013,31.17837291,448.403488,5
121.5954637,31.17837291,361.1358472,5
121.603026,31.17837291,397.7319325,5
121.6105884,31.17837291,675.887203,5
121.6181508,31.17837291,1629.90964,5
121.6257132,31.17837291,3014.268231,5
121.6332755,31.17837291,2136.767554,5
121.6408379,31.17837291,1208.724937,5
121.6484003,31.17837291,476.8651782,5
121.3534677,31.18460116,10862.72801,5
121.3610301,31.18460116,12694.18204,5
121.3685925,31.18460116,11379.84103,5
