x,y,value,hour
121.3534677,31.13477518,10558.00003,8
121.3610301,31.13477518,11597.60056,8
121.3685925,31.13477518,11150.19976,8
121.3761548,31.13477518,10579.81164,8
121.3837172,31.13477518,8742.709006,8
121.3912796,31.13477518,14694.01868,8
121.398842,31.13477518,24117.10646,8
121.4064043,31.13477518,25230.10365,8
121.4139667,31.13477518,23456.97066,8
121.4215291,31.13477518,18655.36304,8
121.4290915,31.13477518,15169.35404,8
121.4366538,31.13477518,12716.66753,8
121.4442162,31.13477518,10157.26439,8
121.4517786,31.13477518,7352.999896,8
121.4593409,31.13477518,4107.997099,8
121.4669033,31.13477518,3291.392103,8
121.4744657,31.13477518,5249.971947,8
121.4820281,31.13477518,6229.538174,8
121.4895904,31.13477518,7142.750527,8
121.4971528,31.13477518,7018.294231,8
121.5047152,31.13477518,5672.380304,8
121.5122776,31.13477518,7327.59864,8
121.5198399,31.13477518,7590.812466,8
121.5274023,31.13477518,4753.932891,8
121.5349647,31.13477518,4481.871395,8
121.5425271,31.13477518,5189.46546,8
121.5500894,31.13477518,6697.999912,8
121.5576518,31.13477518,3909.075196,8
121.5652142,31.13477518,2528.965507,8
121.5727765,31.13477518,2253.429965,8
121.5803389,31.13477518,1704.211745,8
121.5879013,31.13477518,1758.791731,8
121.5954637,31.13477518,2452.591488,8
121.603026,31.13477518,2658.626674,8
121.6105884,31.13477518,9599.62691,8
121.6181508,31.13477518,12779.62728,8
121.6257132,31.13477518,5066.290414,8
121.6332755,31.13477518,1542.560229,8
121.6408379,31.13477518,842.1336237,8
121.6484003,31.13477518,2147,8
121.3534677,31.14100343,15084.7678,8
121.3610301,31.14100343,11498.2064,8
121.3685925,31.14100343,10101.66713,8
121.3761548,31.14100343,10249.0858,8
121.3837172,31.14100343,10400.4081,8
121.3912796,31.14100343,14076.16165,8
121.398842,31.14100343,22522.81235,8
121.4064043,31.14100343,36274.28248,8
121.4139667,31.14100343,28334.97757,8
121.4215291,31.14100343,18946.99108,8
121.4290915,31.14100343,17840.65084,8
121.4366538,31.14100343,14776.03979,8
121.4442162,31.14100343,11988.47075,8
121.4517786,31.14100343,9797.474195,8
121.4593409,31.14100343,4811.439229,8
121.4669033,31.14100343,3018.644379,8
121.4744657,31.14100343,4705.32802,8
121.4820281,31.14100343,7507.186441,8
121.4895904,31.14100343,9579.085141,8
121.4971528,31.14100343,10337.28025,8
121.5047152,31.14100343,10204.97564,8
121.5122776,31.14100343,10315.19234,8
121.5198399,31.14100343,9541.375603,8
121.5274023,31.14100343,6090.892557,8
121.5349647,31.14100343,4319.412899,8
121.5425271,31.14100343,4056.805982,8
121.5500894,31.14100343,4933.276244,8
121.5576518,31.14100343,3650.214588,8
121.5652142,31.14100343,2585.081407,8
121.5727765,31.14100343,2025.188276,8
121.5803389,31.14100343,1342.015748,8
121.5879013,31.14100343,1356.293175,8
121.5954637,31.14100343,2047.467337,8
121.603026,31.14100343,4534.234102,8
121.6105884,31.14100343,8951.790932,8
121.6181508,31.14100343,10064.94361,8
121.6257132,31.14100343,4545.443719,8
121.6332755,31.14100343,1880.478435,8
121.6408379,31.14100343,1623.069422,8
121.6484003,31.14100343,1623.421995,8
121.3534677,31.14723167,16885.62311,8
121.3610301,31.14723167,13148.13391,8
121.3685925,31.14723167,11605.35373,8
121.3761548,31.14723167,12017.47931,8
121.3837172,31.14723167,12130.79338,8
121.3912796,31.14723167,13218.63463,8
121.398842,31.14723167,18151.25098,8
121.4064043,31.14723167,30231.12455,8
121.4139667,31.14723167,25368.62672,8
121.4215291,31.14723167,18893.73942,8
121.4290915,31.14723167,18693.88345,8
121.4366538,31.14723167,14579.66424,8
121.4442162,31.14723167,11008.15807,8
121.4517786,31.14723167,9079.753822,8
121.4593409,31.14723167,4206.275739,8
121.4669033,31.14723167,2128.73105,8
121.4744657,31.14723167,3903.182858,8
121.4820281,31.14723167,8164.51413,8
121.4895904,31.14723167,11928.22405,8
121.4971528,31.14723167,13783.01577,8
121.5047152,31.14723167,13377.98924,8
121.5122776,31.14723167,12069.52499,8
121.5198399,31.14723167,10890.20778,8
121.5274023,31.14723167,8770.136823,8
121.5349647,31.14723167,5307.574215,8
121.5425271,31.14723167,3202.67829,8
121.5500894,31.14723167,3446.732985,8
121.5576518,31.14723167,3555.344802,8
121.5652142,31.14723167,3140.368168,8
121.5727765,31.14723167,2345.941583,8
121.5803389,31.14723167,1846.39332,8
